586, 2482
634, 134554
653, 585
655, 1255
666, 0
713, 0
742, 0
775, 54329
852, 887
974, 28980
1063, 3781
1134, 0
1164, 4114
1176, 0
1202, 0
1208, 0
1242, 0
1271, 0
1344, 0
1368, 0
1397, 0
1449, 0
1451, 9
1453, 0
1456, 0
1635, 0
1645, 790
1884, 9
1980, 1167
2011, 12134
2014, 0
2039, 241
2049, 1402
2052, 29
2078, 0
2099, 18
2100, 0
2106, 3073
2114, 144
2115, 0
2137, 0
2141, 0
2142, 0
2193, 0
2215, 0
2230, 0
2234, 0
2308, 1168
2322, 467
2323, 3680
2349, 2330
2380, 0
2389, 0
2408, 13394
2428, 5
2546, 10183
2597, 0
2616, 0
2637, 0
2724, 0
2726, 0
2753, 0
2764, 0
2770, 0
2778, 0
2807, 8
2862, 0
2883, 71
2899, 0
2900, 0
2923, 0
2925, 440
2928, 0
2943, 49
2957, 0
2972, 677
3003, 0
3017, 0
3107, 0
3110, 10584
3116, 54
3130, 0
3172, 13
3211, 5066
3233, 7792
3364, 0
3365, 0
3712, 0
3713, 0
3742, 0
3747, 2741
3821, 53
3879, 0
3931, 2453
3933, 29
3942, 16216
3965, 0
3967, 6959
4015, 60
4037, 0
4051, 0
4052, 0
4077, 6566
4080, 334
4086, 3
4178, 0
4214, 10753
4266, 2900
4279, 0
4321, 2608
4373, 0
4393, 0
4445, 0
4459, 0
4472, 0
4473, 0
4475, 0
4505, 0
4547, 0
4573, 0
4594, 0
4603, 0
4628, 0
4674, 0
4715, 0
4733, 0
4736, 0
4748, 0
4801, 0
4802, 0
4825, 0
4840, 0
4842, 0
4876, 0
5218, 0
5225, 0
5244, 0
5295, 0
5298, 0
5306, 0
5311, 0
5315, 0
5323, 1576
5375, 0
5561, 1820
5698, 20385
5705, 4191
5715, 2429
5739, 21061
5749, 0
5783, 23205
5905, 38447
5921, 609
5926, 0
6011, 10183
6019, 5732
6021, 0
6068, 0
6115, 55783
6184, 15544
6197, 0
6205, 0
6206, 0
6211, 21236
6212, 15506
6216, 0
6229, 0
6259, 17010
6292, 3514
6336, 329
6347, 8296
6451, 1802
6557, 0
6559, 0
6562, 0
6596, 0
6600, 0
6604, 0
6627, 0
6660, 0
6667, 0
6734, 0
6759, 0
6777, 0
6799, 0
6804, 0
6834, 0
6840, 0
6867, 0
6874, 0
6879, 0
6888, 0
6904, 0
6934, 0
6968, 0
6978, 0
7030, 0
7056, 0
7077, 0
7088, 0
7144, 0
7220, 0
7262, 0
7291, 0
7294, 0
7363, 0
7381, 0
7392, 0
7398, 0
7431, 0
7450, 0
7489, 0
7492, 0
7512, 0
7515, 0
7519, 0
7538, 0
7543, 0
7564, 0
7575, 0
7593, 0
7597, 0
7622, 0
7638, 0
7643, 0
7645, 0
7677, 0
7681, 0
7843, 0
7850, 0
7921, 0
7965, 0
8013, 0
8081, 0
8095, 0
8218, 0
8242, 0
8244, 0
8336, 0
8339, 0
8377, 0
8412, 0
8476, 0
8501, 0
8506, 0
8519, 0
8521, 0
8525, 0
8536, 0
